celltype	n_cell	n_ctrl	assoc_mcp	assoc_mcz	hetero_mcp	hetero_mcz	n_fdr_0.05	n_fdr_0.1	n_fdr_0.2	trait	setting	q	discovery	mix_q	mix_discovery
aortic endothelial cell	467.0	1000.0	0.969031	-1.828396	0.36063936	0.3457883	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.72127872	False
astrocyte	592.0	1000.0	0.98301697	-1.7808607	0.02097902	2.5246325	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.2797202666666667	False
atrial myocyte	403.0	1000.0	0.43256745	-0.011503074	0.08591408	1.4900751	0.0	0.0	1.0	PASS_UC_deLange2017	scDRS	0.9884455018867925	False	0.3965265230769231	False
basal cell	2139.0	1000.0	0.6723277	-0.52407914	0.011988012	3.0014346	0.0	0.0	1.0	PASS_UC_deLange2017	scDRS	1.0	False	0.23976023999999999	False
basal cell of epidermis	4214.0	1000.0	0.5034965	-0.06587462	0.3956044	-0.0065492964	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.72677325	False
basal epithelial cell of tracheobronchial tree	404.0	1000.0	0.8091908	-0.7854904	0.3096903	0.41471606	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.6926406666666666	False
basophil	71.0	1000.0	0.013986014	2.8388197	0.007992008	2.4055192	0.0	0.0	1.0	PASS_UC_deLange2017	scDRS	0.09872480470588235	True	0.23976023999999999	False
bladder cell	1012.0	1000.0	0.35864136	0.3245615	0.026973028	2.4640565	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	0.8966034	False	0.27972028	False
bladder urothelial cell	1420.0	1000.0	0.5114885	-0.10619877	0.32367632	0.23889093	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.6935921142857143	False
brain pericyte	484.0	1000.0	0.978022	-1.7675885	0.7852148	-0.78665924	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.8973883428571429	False
bronchial smooth muscle cell	2117.0	1000.0	0.995005	-2.366242	0.8361638	-0.944752	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.9078101538461539	False
bulge keratinocyte	2604.0	1000.0	0.55444556	-0.18621121	0.7782218	-0.7773522	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.8973883428571429	False
chondrocyte	275.0	1000.0	0.9040959	-1.2003548	0.7102897	-0.5715503	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.8787089072164949	False
ciliated columnar cell of tracheobronchial tree	70.0	1000.0	0.6973027	-0.59273654	0.23176824	0.70955217	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.6176432347826087	False
classical monocyte	202.0	1000.0	0.005994006	2.5882025	0.8651349	-1.1197922	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	0.05532928615384615	True	0.9078101538461539	False
club cell of bronchiole	22.0	1000.0	0.5294705	-0.22937816	0.8451548	-0.9900264	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.9078101538461539	False
dendritic cell	62.0	1000.0	0.00999001	3.1052284	0.09490509	1.2257417	0.0	2.0	2.0	PASS_UC_deLange2017	scDRS	0.0824175825	True	0.4051121379310345	False
early pro-B cell	72.0	1000.0	0.8471528	-0.88375586	0.6863137	-0.48439783	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.8669225684210528	False
endocardial cell	375.0	1000.0	0.93106896	-1.3902153	0.45954046	0.08967396	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.72677325	False
endothelial cell	4928.0	1000.0	0.93806195	-1.4501826	0.65634364	-0.5113391	1.0	3.0	3.0	PASS_UC_deLange2017	scDRS	1.0	False	0.844262170212766	False
endothelial cell of coronary artery	2694.0	1000.0	0.97002995	-1.8516407	0.44455543	0.034380276	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.72677325	False
endothelial cell of hepatic sinusoid	617.0	1000.0	0.9190809	-1.3131583	0.77922076	-0.73958975	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.8973883428571429	False
endothelial cell of lymphatic vessel	99.0	1000.0	0.95804197	-1.5772487	0.62837166	-0.37122717	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.844262170212766	False
enterocyte of epithelium of large intestine	2542.0	1000.0	0.18481518	0.8499801	0.94705296	-1.2957371	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	0.5994005837837837	False	0.9580335529411764	False
enteroendocrine cell	161.0	1000.0	0.75724274	-0.6965075	0.70729274	-0.554703	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.8787089072164949	False
ependymal cell	55.0	1000.0	0.98301697	-1.792003	0.5604396	-0.2709636	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.7730201379310345	False
epidermal cell	492.0	1000.0	0.4935065	-0.035489853	0.85814184	-1.0741055	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.9078101538461539	False
epithelial cell	426.0	1000.0	0.3836164	0.2110947	0.0979021	1.3715091	0.0	0.0	1.0	PASS_UC_deLange2017	scDRS	0.9026268235294118	False	0.4051121379310345	False
epithelial cell of large intestine	1704.0	1000.0	0.02997003	2.0508013	0.5674326	-0.20075734	0.0	0.0	2.0	PASS_UC_deLange2017	scDRS	0.1712573142857143	False	0.7737717272727272	False
epithelial cell of proximal tubule	393.0	1000.0	0.7672328	-0.7597289	0.010989011	2.4751606	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.23976023999999999	False
epithelial cell of thymus	165.0	1000.0	0.12687312	1.1039509	0.04295704	1.648384	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	0.43841869714285714	False	0.35964036	False
fenestrated cell	268.0	1000.0	0.9040959	-1.3246659	0.27072927	0.6453905	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.6630104571428572	False
fibroblast	1330.0	1000.0	0.7532467	-0.72342986	0.22677323	0.68893415	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.6176432347826087	False
fibroblast of cardiac tissue	3926.0	1000.0	0.993007	-2.1337507	0.11188811	1.1487873	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.4195804125	False
fibroblast of lung	483.0	1000.0	0.96803194	-1.6853663	0.21378621	0.7328761	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.5966126790697674	False
fibrocyte	44.0	1000.0	0.000999001	4.629544	0.17982018	0.96689266	0.0	0.0	2.0	PASS_UC_deLange2017	scDRS	0.014985015	True	0.5484515400000001	False
granulocyte	2966.0	1000.0	0.04195804	1.7682822	0.5134865	-0.28948376	0.0	0.0	6.0	PASS_UC_deLange2017	scDRS	0.2097902	False	0.7319738823529411	False
granulocyte monocyte progenitor cell	250.0	1000.0	0.53746253	-0.21565269	0.3856144	0.17620476	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.72677325	False
granulocytopoietic cell	483.0	1000.0	0.24675325	0.64479405	0.33066934	0.2845606	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	0.7222046341463415	False	0.6961459789473684	False
hematopoietic stem cell	3306.0	1000.0	0.43656343	0.0839082	0.054945055	1.887715	0.0	0.0	1.0	PASS_UC_deLange2017	scDRS	0.9884455018867925	False	0.37462534999999997	False
hepatocyte	1162.0	1000.0	0.94905096	-1.5009322	0.55344653	-0.3140337	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.7722509720930233	False
immature B cell	589.0	1000.0	0.13386613	1.0900351	0.26473525	0.6516197	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	0.44622043333333333	False	0.6618381249999999	False
intermediate monocyte	12.0	1000.0	0.000999001	3.3697999	0.84615386	-1.0975195	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	0.014985015	True	0.9078101538461539	False
interneuron	240.0	1000.0	0.8971029	-1.1621915	0.6613387	-0.45537683	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.844262170212766	False
intestinal crypt stem cell	1579.0	1000.0	0.11188811	1.2285975	0.34565434	0.2648497	0.0	0.0	1.0	PASS_UC_deLange2017	scDRS	0.4195804125	False	0.7030257762711865	False
keratinocyte	1215.0	1000.0	0.3206793	0.39379475	0.76423573	-0.76281416	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	0.818755659574468	False	0.8973883428571429	False
keratinocyte stem cell	35.0	1000.0	0.96503496	-1.7059072	0.96803194	-1.7719016	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.96803194	False
kidney collecting duct epithelial cell	445.0	1000.0	0.5354645	-0.16073176	0.41858143	0.12029043	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.72677325	False
kidney collecting duct principal cell	157.0	1000.0	0.8991009	-1.2080002	0.47252747	0.0070535555	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	1.0	False	0.72677325	False
kidney interstitial fibroblast	16.0	1000.0	0.3106893	0.47695205	0.27772227	0.4448125	0.0	0.0	0.0	PASS_UC_deLange2017	scDRS	0.8130999130434782	False	0.6665334479999999	False
